date,reservoir_storage,conservation_storage,percent_full,conservation_capacity
1998-02-24,13125397,9780940,99.8,9803107
1998-02-25,13083895,9781764,99.8,9803107
1998-02-26,13046478,9778092,99.7,9803107
1998-02-27,13264035,9785122,99.8,9803107
1998-02-28,13288398,9788824,99.9,9803107
1998-03-01,13304059,9787268,99.8,9803107
1998-03-02,13256214,9785861,99.8,9803107
1998-03-03,13234979,9784366,99.8,9803107
1998-03-04,13138858,9777651,99.7,9803107
1998-03-05,13107089,9770815,99.7,9803107
1998-03-06,13106012,9773568,99.7,9803107
1998-03-07,13064528,9777802,99.7,9803107
1998-03-08,13093070,9782435,99.8,9803107
1998-03-09,13163328,9780192,99.8,9803107
1998-03-10,13082326,9765682,99.6,9803107
1998-03-11,12989942,9764487,99.6,9803107
1998-03-12,12951129,9771748,99.7,9803107
1998-03-13,12891195,9771718,99.7,9803107
1998-03-14,12826667,9771608,99.7,9803107
1998-03-15,12792568,9774705,99.7,9803107
1998-03-16,12715589,9760543,99.6,9803107
1998-03-17,12802784,9787355,99.8,9803107
1998-03-18,12853068,9792690,99.9,9803107
1998-03-19,12824533,9787380,99.8,9803107
1998-03-20,12909366,9786746,99.8,9803107
1998-03-21,12806006,9781159,99.8,9803107
1998-03-22,12766987,9777788,99.7,9803107
1998-03-23,12725530,9774812,99.7,9803107
1998-03-24,12666995,9772318,99.7,9803107
1998-03-25,12655765,9771221,99.7,9803107
1998-03-26,12629422,9769216,99.7,9803107
1998-03-27,12570517,9752812,99.5,9803107
1998-03-28,12588363,9761373,99.6,9803107
1998-03-29,12561960,9760801,99.6,9803107
1998-03-30,12516420,9747673,99.4,9803107
1998-03-31,12498282,9743528,99.4,9803107
1998-04-01,12491766,9848218,98.6,9990896
1998-04-02,12428513,9821410,98.3,9990896
1998-04-03,12389178,9807431,98.2,9990896
1998-04-04,12395967,9813223,98.2,9990896
1998-04-05,12296265,9782285,97.9,9990896
1998-04-06,12244697,9768799,97.8,9990896
1998-04-07,12166924,9744349,97.5,9990896
1998-04-08,12142887,9745056,97.5,9990896
1998-04-09,12134656,9752103,97.6,9990896
1998-04-10,12082746,9739705,97.5,9990896
1998-04-11,12031473,9727970,97.4,9990896
1998-04-12,11955169,9700030,97.1,9990896
1998-04-13,11897616,9679126,96.9,9990896
1998-04-14,11924044,9693883,97.0,9990896
1998-04-15,11904832,9685046,96.9,9990896
1998-04-16,11890326,9678124,96.9,9990896
1998-04-17,11978205,9723294,97.3,9990896
1998-04-18,11924465,9699370,97.1,9990896
1998-04-19,11938912,9705773,97.1,9990896
1998-04-20,11922142,9699192,97.1,9990896
1998-04-21,11924928,9704579,97.1,9990896
1998-04-22,11937288,9709167,97.2,9990896
1998-04-23,11921580,9704954,97.1,9990896
1998-04-24,11904826,9695973,97.0,9990896
1998-04-25,11858816,9673839,96.8,9990896
1998-04-26,11860855,9674784,96.8,9990896
1998-04-27,11868160,9684988,96.9,9990896
1998-04-28,11950597,9715838,97.2,9990896
1998-04-29,11979744,9728986,97.4,9990896
1998-04-30,11939569,9710220,97.2,9990896
1998-05-01,11923510,9712874,97.0,10018099
1998-05-02,11933618,9719407,97.0,10018099
1998-05-03,11917287,9718244,97.0,10018099
1998-05-04,11943791,9725626,97.1,10018099
1998-05-05,11913890,9717975,97.0,10018099
1998-05-06,11885003,9702472,96.8,10018099
1998-05-07,11883563,9702101,96.8,10018099
1998-05-08,11897672,9706899,96.9,10018099
1998-05-09,11850834,9677195,96.6,10018099
1998-05-10,11909278,9708345,96.9,10018099
1998-05-11,11862023,9678243,96.6,10018099
1998-05-12,11822429,9654834,96.4,10018099
1998-05-13,11807439,9642394,96.2,10018099
1998-05-14,11789093,9629069,96.1,10018099
1998-05-15,11751800,9601655,95.8,10018099
1998-05-16,11772103,9614540,96.0,10018099
1998-05-17,11769580,9609594,95.9,10018099
1998-05-18,11760600,9600646,95.8,10018099
1998-05-19,11746581,9589962,95.7,10018099
1998-05-20,11724266,9574282,95.6,10018099
1998-05-21,11679689,9541969,95.2,10018099
1998-05-22,11666067,9530836,95.1,10018099
1998-05-23,11633950,9508702,94.9,10018099
1998-05-24,11630608,9500407,94.8,10018099
1998-05-25,11616448,9488770,94.7,10018099
1998-05-26,11622798,9490166,94.7,10018099
1998-05-27,11610960,9480855,94.6,10018099
1998-05-28,11605995,9478414,94.6,10018099
1998-05-29,11619277,9494222,94.8,10018099
1998-05-30,11613160,9488138,94.7,10018099
1998-05-31,11597267,9474805,94.6,10018099
1998-06-01,11571615,9454243,95.1,9939213
1998-06-02,11545187,9435495,94.9,9939213
1998-06-03,11504617,9407676,94.7,9939213
1998-06-04,11507794,9408367,94.7,9939213
1998-06-05,11506538,9412179,94.7,9939213
1998-06-06,11559075,9449512,95.1,9939213
1998-06-07,11516003,9411575,94.7,9939213
1998-06-08,11474120,9374823,94.3,9939213
1998-06-09,11450047,9360829,94.2,9939213
1998-06-10,11442516,9353329,94.1,9939213
1998-06-11,11393588,9316803,93.7,9939213
1998-06-12,11411706,9327548,93.8,9939213
1998-06-13,11389643,9310457,93.7,9939213
1998-06-14,11358667,9284443,93.4,9939213
1998-06-15,11367249,9288128,93.4,9939213
1998-06-16,11347352,9270729,93.3,9939213
1998-06-17,11297509,9233198,92.9,9939213
1998-06-18,11273208,9213837,92.7,9939213
1998-06-19,11259758,9202881,92.6,9939213
1998-06-20,11223299,9173890,92.3,9939213
1998-06-21,11203838,9156976,92.1,9939213
1998-06-22,11182531,9138217,91.9,9939213
1998-06-23,11188220,9136428,91.9,9939213
1998-06-24,11159327,9115077,91.7,9939213
1998-06-25,11128274,9091657,91.5,9939213
1998-06-26,11100867,9069382,91.2,9939213
1998-06-27,11074048,9050295,91.1,9939213
1998-06-28,11066389,9037535,90.9,9939213
1998-06-29,11036008,9014883,90.7,9939213
1998-06-30,11018795,9000268,90.6,9939213
1998-07-01,10991709,8978326,90.3,9939213
1998-07-02,11025186,9019428,90.1,10005969
1998-07-03,10983344,8989962,89.8,10005969
1998-07-04,10977996,8984648,89.8,10005969
1998-07-05,10964024,8973144,89.7,10005969
1998-07-06,10948985,8958137,89.5,10005969
1998-07-07,10924851,8938850,89.3,10005969
1998-07-08,10889289,8912920,89.1,10005969
1998-07-09,10857666,8888528,88.8,10005969
1998-07-10,10854716,8895051,88.6,10040709
1998-07-11,10826090,8872868,88.4,10040709
1998-07-12,10791767,8844224,88.1,10040709
1998-07-13,10769978,8828938,87.9,10040709
1998-07-14,10772701,8829253,87.9,10040709
1998-07-15,10754637,8812028,87.8,10040709
1998-07-16,10719357,8786486,87.5,10040709
1998-07-17,10687808,8764778,87.3,10040709
1998-07-18,10663065,8747640,87.1,10040709
1998-07-19,10638528,8726568,86.9,10040709
1998-07-20,10607848,8702816,86.7,10040709
1998-07-21,10576742,8679563,86.4,10040709
1998-07-22,10543275,8653927,86.2,10040709
1998-07-23,10509326,8629260,85.9,10040709
1998-07-24,10474460,8606538,85.7,10040709
1998-07-25,10441729,8580821,85.5,10040709
1998-07-26,10420931,8562389,85.3,10040709
1998-07-27,10404933,8548714,85.1,10040709
1998-07-28,10376881,8527571,84.9,10040709
1998-07-29,10339378,8500798,84.7,10040709
1998-07-30,10302973,8473585,84.4,10040709
1998-07-31,10271039,8449324,84.2,10040709
1998-08-01,10238931,8424761,83.9,10040709
1998-08-02,10225143,8409466,83.8,10040709
1998-08-03,10191944,8382244,83.5,10040709
1998-08-04,10163154,8361590,83.3,10040709
1998-08-05,10137830,8345126,83.1,10040709
1998-08-06,10110233,8326527,82.9,10040709
1998-08-07,10105971,8322256,82.9,10040709
1998-08-08,10113296,8327991,82.9,10040709
1998-08-09,10092706,8311243,82.8,10040709
1998-08-10,10076756,8296895,82.6,10040709
1998-08-11,10047218,8275333,82.4,10040709
1998-08-12,10015555,8251732,82.2,10040709
1998-08-13,9993072,8234841,82.0,10040709
1998-08-14,10010900,8250234,82.2,10040709
1998-08-15,9984501,8231800,82.0,10040709
1998-08-16,9975215,8220027,81.9,10040709
1998-08-17,9959535,8208353,81.8,10040709
1998-08-18,9953503,8203913,81.7,10040709
1998-08-19,9932009,8190308,81.6,10040709
1998-08-20,9914483,8176033,81.4,10040709
1998-08-21,9877107,8149057,81.2,10040709
1998-08-22,9870129,8141428,81.1,10040709
1998-08-23,9850077,8127851,80.9,10040709
1998-08-24,9841983,8121446,80.9,10040709
1998-08-25,9817708,8101223,80.7,10040709
1998-08-26,9802301,8089073,80.6,10040709
1998-08-27,9787361,8075747,80.4,10040709
1998-08-28,9763395,8057181,80.2,10040709
1998-08-29,9739477,8038630,80.1,10040709
1998-08-30,9728825,8026502,79.9,10040709
1998-08-31,9721429,8021402,79.9,10040709
1998-09-01,9677157,7989882,79.6,10040709
1998-09-02,9667265,7980739,79.5,10040709
1998-09-03,9634641,7956210,79.2,10040709
1998-09-04,9601270,7930813,79.0,10040709
1998-09-05,9567275,7905450,78.7,10040709
1998-09-06,9541153,7882934,78.5,10040709
1998-09-07,9548852,7886400,78.5,10040709
1998-09-08,9521578,7865521,78.3,10040709
1998-09-09,9500039,7846842,78.2,10040709
1998-09-10,9475763,7825453,77.9,10040709
1998-09-11,9434427,7794913,77.6,10040709
1998-09-12,9522835,7870379,78.4,10040709
1998-09-13,9586438,7917358,78.9,10040709
1998-09-14,9754070,8024555,79.9,10040709
1998-09-15,9817198,8070211,80.4,10040709
1998-09-16,9888666,8136592,81.0,10040709
1998-09-17,9941785,8186732,81.5,10040709
1998-09-18,9969221,8210197,81.8,10040709
1998-09-19,9977734,8220350,81.9,10040709
1998-09-20,10000214,8238038,82.0,10040709
1998-09-21,10022627,8255664,82.2,10040709
1998-09-22,10033271,8267143,82.3,10040709
1998-09-23,10048062,8280361,82.5,10040709
1998-09-24,10036899,8274050,82.4,10040709
1998-09-25,10019372,8263778,82.3,10040709
1998-09-26,10000641,8251470,82.2,10040709
1998-09-27,10001547,8250809,82.2,10040709
1998-09-28,10009236,8254538,82.2,10040709
1998-09-29,9997942,8246471,82.1,10040709
1998-09-30,9963953,8223603,81.9,10040709
1998-10-01,9940959,8207705,82.0,10013506
1998-10-02,9915138,8185064,81.7,10013506
1998-10-03,9910016,8190996,81.8,10013506
1998-10-04,9943909,8213900,82.0,10013506
1998-10-05,9937604,8134151,82.0,9917079
1998-10-06,9949073,8138645,82.1,9917079
1998-10-07,10132595,8262848,83.3,9917079
1998-10-08,10149263,8272065,83.4,9917079
1998-10-09,10179053,8295396,83.6,9917079
1998-10-10,10199910,8311681,83.8,9917079
1998-10-11,10220311,8329590,84.0,9917079
1998-10-12,10251891,8356682,84.3,9917079
1998-10-13,10281635,8379456,84.5,9917079
1998-10-14,10296684,8388910,84.6,9917079
1998-10-15,10298913,8386669,84.6,9917079
1998-10-16,10298006,8382462,84.5,9917079
1998-10-17,10294122,8376564,84.5,9917079
1998-10-18,10342623,8416514,84.9,9917079
1998-10-19,10486108,8535878,86.1,9917079
1998-10-20,10629872,8625267,87.0,9917079
1998-10-21,10673790,8655600,87.3,9917079
1998-10-22,10677120,8665396,87.4,9917079
1998-10-23,10644563,8663941,87.4,9917079
1998-10-24,10612420,8664643,87.4,9917079
1998-10-25,10595276,8667132,87.4,9917079
1998-10-26,10588762,8672667,87.5,9917079
1998-10-27,10582739,8676779,87.5,9917079
1998-10-28,10568531,8671347,87.4,9917079
1998-10-29,10561970,8669044,87.4,9917079
1998-10-30,10555114,8665101,87.4,9917079
1998-10-31,10544999,8658882,87.3,9917079
1998-11-01,10530875,8634616,87.2,9904603
1998-11-02,10621229,8692868,87.8,9904603
1998-11-03,10613454,8685099,87.7,9904603
1998-11-04,10626528,8691080,87.7,9904603
1998-11-05,10652514,8702810,87.9,9904603
1998-11-06,10627901,8682880,87.7,9904603
1998-11-07,10606848,8663158,87.5,9904603
1998-11-08,10615159,8657099,87.4,9904603
1998-11-09,10643744,8668816,87.5,9904603
1998-11-10,10610942,8650599,87.3,9904603
1998-11-11,10655131,8680429,87.6,9904603
1998-11-12,10625121,8672357,87.6,9904603
1998-11-13,10752092,8705471,87.9,9904603
1998-11-14,11142595,8877134,89.6,9904603
1998-11-15,11273661,8996867,90.8,9904603
1998-11-16,11299602,9069747,91.6,9904603
1998-11-17,11311987,9106658,91.9,9904603
1998-11-18,11311577,9136759,92.2,9904603
1998-11-19,11296393,9143397,92.3,9904603
1998-11-20,11266912,9156610,92.4,9904603
1998-11-21,11290617,9173374,92.6,9904603
1998-11-22,11291893,9172460,92.6,9904603
1998-11-23,11293726,9172217,92.6,9904603
1998-11-24,11336937,9185400,92.7,9904603
1998-11-25,11340294,9187499,92.8,9904603
1998-11-26,11356058,9200825,92.9,9904603
1998-11-27,11341950,9207322,93.0,9904603
1998-11-28,11324595,9209201,93.0,9904603
1998-11-29,11288753,9190284,92.8,9904603
1998-11-30,11290225,9195232,92.8,9904603
1998-12-01,11327012,9224567,93.1,9904603
1998-12-02,11287452,9215226,93.0,9904603
1998-12-03,11260223,9206109,92.9,9904603
1998-12-04,11282425,9222960,93.1,9904603
1998-12-05,11321514,9238289,93.3,9904603
1998-12-06,11313994,9229341,93.2,9904603
1998-12-07,11309859,9223369,93.1,9904603
1998-12-08,11413927,9268777,93.6,9904603
1998-12-09,11377152,9246858,93.4,9904603
1998-12-10,11394410,9243739,93.3,9904603
1998-12-11,11544005,9308502,94.0,9904603
1998-12-12,11809486,9429336,95.2,9904603
1998-12-13,11996864,9513414,96.1,9904603
1998-12-14,12104586,9557175,96.5,9904603
1998-12-15,12177340,9591689,96.8,9904603
1998-12-16,12216341,9618460,97.1,9904603
1998-12-17,12224757,9638113,97.3,9904603
1998-12-18,12212697,9650652,97.4,9904603
1998-12-19,12226983,9677242,97.7,9904603
1998-12-20,12269627,9712057,98.1,9904603
1998-12-21,12262702,9719366,98.1,9904603
1998-12-22,12370787,9783688,98.8,9904603
1998-12-23,12259725,9734862,98.3,9904603
1998-12-24,12310991,9756544,98.5,9904603
1998-12-25,12269704,9748622,98.4,9904603
1998-12-26,12254005,9742888,98.4,9904603
1998-12-27,12207381,9727131,98.2,9904603
1998-12-28,12252670,9747046,98.4,9904603
1998-12-29,12197414,9720026,98.1,9904603
1998-12-30,12223171,9732632,98.3,9904603
1998-12-31,12176215,9716631,98.1,9904603
1999-01-01,12166010,9717397,98.1,9904603
1999-01-02,12222786,9732279,98.3,9904603
1999-01-03,12518314,9841863,99.4,9904603
1999-01-04,12665837,9888279,99.8,9904603
1999-01-05,12668977,9882268,99.8,9904603
1999-01-06,12662894,9866750,99.6,9904603
1999-01-07,12707127,9871358,99.7,9904603
1999-01-08,12730707,9873418,99.7,9904603
1999-01-09,12808342,9883153,99.8,9904603
1999-01-10,12717431,9869859,99.6,9904603
1999-01-11,12666118,9857104,99.5,9904603
1999-01-12,12666823,9841922,99.4,9904603
1999-01-13,12640836,9836055,99.3,9904603
1999-01-14,12659404,9833317,99.3,9904603
1999-01-15,12565850,9826787,99.2,9904603
1999-01-16,12442705,9821662,99.2,9904603
1999-01-17,12410813,9816558,99.1,9904603
1999-01-18,12479200,9811871,99.1,9904603
1999-01-19,12363935,9798355,98.9,9904603
1999-01-20,12403752,9786226,98.8,9904603
1999-01-21,12198432,9764650,98.6,9904603
1999-01-22,12148339,9748724,98.4,9904603
1999-01-23,12277292,9788089,98.8,9904603
1999-01-24,12221701,9772178,98.7,9904603
1999-01-25,12209153,9767083,98.6,9904603
1999-01-26,12214932,9769923,98.6,9904603
1999-01-27,12185937,9759220,98.5,9904603
1999-01-28,12179083,9755334,98.5,9904603
1999-01-29,12287543,9776508,98.7,9904603
1999-01-30,12875214,9846473,99.4,9904603
1999-01-31,13303934,9864729,99.6,9904603
1999-02-01,13322880,9856554,99.5,9904603
1999-02-02,13243512,9845425,99.4,9904603
1999-02-03,13259369,9851591,99.5,9904603
1999-02-04,13300447,9854001,99.5,9904603
1999-02-05,13320814,9854358,99.5,9904603
1999-02-06,13345402,9864812,99.6,9904603
1999-02-07,13425274,9872602,99.7,9904603
1999-02-08,13453105,9879284,99.7,9904603
1999-02-09,13458252,9881582,99.8,9904603
1999-02-10,13478893,9880311,99.8,9904603
1999-02-11,13444222,9873999,99.7,9904603
1999-02-12,13500938,9860799,99.6,9904603
1999-02-13,13376282,9848414,99.4,9904603
1999-02-14,13343801,9840808,99.4,9904603
1999-02-15,13274870,9823646,99.2,9904603
1999-02-16,13238741,9829945,99.2,9904603
1999-02-17,13256691,9848647,99.4,9904603
1999-02-18,13192442,9835458,99.3,9904603
1999-02-19,13179353,9836605,99.3,9904603
1999-02-20,13091028,9817530,99.1,9904603
1999-02-21,13065739,9820442,99.2,9904603
1999-02-22,12968246,9798737,98.9,9904603
1999-02-23,12861081,9764622,98.6,9904603
1999-02-24,12846498,9771724,98.7,9904603
1999-02-25,12757977,9746643,98.4,9904603
1999-02-26,12719491,9740054,98.3,9904603
1999-02-27,12649254,9718564,98.1,9904603
1999-02-28,12641257,9723196,98.2,9904603
1999-03-01,12560189,9700847,97.9,9904603
1999-03-02,12486183,9677637,97.7,9904603
1999-03-03,12571559,9713834,98.1,9904603
1999-03-04,12389181,9650283,97.4,9904603
1999-03-05,12273871,9610374,97.0,9904603
1999-03-06,12297139,9632876,97.3,9904603
1999-03-07,12281486,9636350,97.3,9904603
1999-03-08,12225004,9622868,97.2,9904603
1999-03-09,12247535,9645001,97.4,9904603
1999-03-10,12279217,9658483,97.5,9904603
1999-03-11,12260113,9660687,97.5,9904603
1999-03-12,12263255,9675541,97.7,9904603
1999-03-13,12250975,9687455,97.8,9904603
1999-03-14,12625781,9778044,98.7,9904603
1999-03-15,12654048,9780815,98.8,9904603
1999-03-16,12644577,9767453,98.6,9904603
1999-03-17,12632561,9746461,98.4,9904603
1999-03-18,12667119,9756550,98.5,9904603
1999-03-19,12686196,9761514,98.6,9904603
1999-03-20,12703143,9761623,98.6,9904603
1999-03-21,12705744,9764316,98.6,9904603
1999-03-22,12647861,9750021,98.4,9904603
1999-03-23,12576195,9729061,98.2,9904603
1999-03-24,12576681,9736966,98.3,9904603
1999-03-25,12550082,9732864,98.3,9904603
1999-03-26,12572571,9752117,98.3,9922350
1999-03-27,12514794,9745164,98.2,9922350
1999-03-28,12477997,9740018,98.2,9922350
1999-03-29,12458284,9742307,98.2,9922350
1999-03-30,12453125,9747663,98.2,9922350
1999-03-31,12442098,9756534,98.3,9922350
1999-04-01,12402399,9939783,98.3,10110139
1999-04-02,12375563,9938618,98.3,10110139
1999-04-03,12359198,9931282,98.2,10110139
1999-04-04,12468488,9954713,98.5,10110139
1999-04-05,12485835,9955108,98.5,10110139
1999-04-06,12519916,9958493,98.5,10110139
1999-04-07,12521907,9957710,98.5,10110139
1999-04-08,12515715,9981374,98.4,10148424
1999-04-09,12503022,9978005,98.3,10148424
1999-04-10,12508615,9980465,98.3,10148424
1999-04-11,12516763,9983689,98.4,10148424
1999-04-12,12500422,9980137,98.3,10148424
1999-04-13,12467322,9972315,98.3,10148424
1999-04-14,12416782,9958129,98.1,10148424
1999-04-15,12472507,9984569,98.4,10148424
1999-04-16,12438983,9973166,98.3,10148424
1999-04-17,12402877,9959992,98.1,10148424
1999-04-18,12355696,9941898,98.0,10148424
1999-04-19,12290201,9914910,97.7,10148424
1999-04-20,12238290,9881603,97.4,10148424
1999-04-21,12225770,9898192,97.5,10148424
1999-04-22,12218204,9900861,97.6,10148424
1999-04-23,12220201,9906754,97.6,10148424
1999-04-24,12213952,9909145,97.6,10148424
1999-04-25,12207434,9912289,97.7,10148424
1999-04-26,12164188,9904110,97.6,10148424
1999-04-27,12220158,9928725,97.8,10148424
1999-04-28,12215005,9930563,97.9,10148424
1999-04-29,12201380,9928414,97.8,10148424
1999-04-30,12197492,9929642,97.8,10148424
1999-05-01,12178359,9934624,97.6,10175627
1999-05-02,12165684,9932326,97.6,10175627
1999-05-03,12156015,9928047,97.6,10175627
1999-05-04,12119723,9913405,97.4,10175627
1999-05-05,12146246,9931561,97.6,10175627
1999-05-06,12166554,9938423,97.7,10175627
1999-05-07,12129825,9921521,97.5,10175627
1999-05-08,12116504,9914946,97.4,10175627
1999-05-09,12102100,9910969,97.4,10175627
1999-05-10,12094308,9904405,97.3,10175627
1999-05-11,12130373,9919669,97.5,10175627
1999-05-12,12174111,9951044,97.6,10192740
1999-05-13,12204757,9968244,97.8,10192740
1999-05-14,12232856,10003060,97.8,10223340
1999-05-15,12208700,9996477,97.8,10223340
1999-05-16,12205727,10000878,97.8,10223340
1999-05-17,12198413,9998444,97.8,10223340
1999-05-18,12321043,10053187,98.3,10223340
1999-05-19,12281325,10029720,98.1,10223340
1999-05-20,12256322,10027340,98.1,10223340
1999-05-21,12231265,10022052,98.0,10223340
1999-05-22,12218414,10021137,98.0,10223340
1999-05-23,12217986,10027462,98.1,10223340
1999-05-24,12227554,10030141,98.1,10223340
1999-05-25,12207224,10022877,98.0,10223340
1999-05-26,12207959,10025260,98.1,10223340
1999-05-27,12230008,10029502,98.1,10223340
1999-05-28,12241074,10030803,98.1,10223340
1999-05-29,12260214,10046486,98.3,10223340
1999-05-30,12279112,10053422,98.3,10223340
1999-05-31,12314699,10067408,98.5,10223340
1999-06-01,12350590,9996588,98.5,10144454
1999-06-02,12355542,9993412,98.5,10144454
1999-06-03,12353035,9992629,98.5,10144454
1999-06-04,12339861,9990208,98.5,10144454
1999-06-05,12327294,9987013,98.4,10144454
1999-06-06,12335008,9991553,98.5,10144454
1999-06-07,12334390,9991512,98.5,10144454
1999-06-08,12341025,9995543,98.5,10144454
1999-06-09,12352290,10001504,98.6,10144454
1999-06-10,12339251,9999216,98.6,10144454
1999-06-11,12331552,10001818,98.6,10144454
1999-06-12,12334879,10007374,98.6,10144454
1999-06-13,12357689,10019382,98.8,10144454
1999-06-14,12380922,10024475,98.8,10144454
1999-06-15,12392526,10027136,98.8,10144454
1999-06-16,12375415,10025011,98.8,10144454
1999-06-17,12371029,10029292,98.9,10144454
1999-06-18,12357454,10023851,98.8,10144454
1999-06-19,12339866,10018845,98.8,10144454
1999-06-20,12327830,10015424,98.7,10144454
1999-06-21,12321953,10013607,98.7,10144454
1999-06-22,12295431,10008155,98.7,10144454
1999-06-23,12314034,10015050,98.7,10144454
1999-06-24,12313940,10014535,98.7,10144454
1999-06-25,12324637,10020531,98.8,10144454
1999-06-26,12476333,10044371,99.0,10144454
1999-06-27,12479868,10058191,99.1,10144454
1999-06-28,12477490,10066722,99.2,10144454
1999-06-29,12468262,10066658,99.2,10144454
1999-06-30,12454458,10065785,99.2,10144454
1999-07-01,12428015,10060377,99.2,10144454
1999-07-02,12431285,10064798,99.2,10144454
1999-07-03,12428577,10066490,99.2,10144454
1999-07-04,12409608,10058845,99.2,10144454
1999-07-05,12433359,10068656,99.3,10144454
1999-07-06,12426042,10068247,99.2,10144454
1999-07-07,12428651,10070035,99.3,10144454
1999-07-08,12435964,10069377,99.3,10144454
1999-07-09,12394110,10056458,99.1,10144454
1999-07-10,12367182,10045627,99.0,10144454
1999-07-11,12397180,10057979,99.1,10144454
1999-07-12,12414497,10062789,99.2,10144454
1999-07-13,12423996,10061154,99.2,10144454
1999-07-14,12416869,10053547,99.1,10144454
1999-07-15,12379433,10039949,99.0,10144454
1999-07-16,12368733,10037304,98.9,10144454
1999-07-17,12345370,10031224,98.9,10144454
1999-07-18,12344141,10033153,98.9,10144454
1999-07-19,12331891,10031969,98.9,10144454
1999-07-20,12295265,10011180,98.7,10144454
1999-07-21,12264242,9992098,98.5,10144454
1999-07-22,12266620,9994617,98.5,10144454
1999-07-23,12241204,9981113,98.4,10144454
1999-07-24,12217927,9966716,98.2,10144454
1999-07-25,12192570,9949025,98.1,10144454
1999-07-26,12181659,9941785,98.0,10144454
1999-07-27,12152984,9923017,97.8,10144454
1999-07-28,12130605,9905758,97.6,10144454
1999-07-29,12096520,9881967,97.4,10144454
1999-07-30,12066494,9861032,97.2,10144454
1999-07-31,12031516,9835015,96.9,10144454
1999-08-01,12011063,9818940,96.8,10144454
1999-08-02,12006651,9813075,96.7,10144454
1999-08-03,11977895,9797028,96.6,10144454
1999-08-04,11954814,9780886,96.4,10144454
1999-08-05,11927580,9761550,96.2,10144454
1999-08-06,11902426,9744324,96.1,10144454
1999-08-07,11872068,9723601,95.9,10144454
1999-08-08,11835600,9695179,95.6,10144454
1999-08-09,11821300,9683026,95.5,10144454
1999-08-10,11788626,9660027,95.2,10144454
1999-08-11,11757981,9636740,95.0,10144454
1999-08-12,11721586,9610847,94.7,10144454
1999-08-13,11681531,9583097,94.5,10144454
1999-08-14,11667514,9572289,94.4,10144454
1999-08-15,11657375,9566909,94.3,10144454
1999-08-16,11633689,9546307,94.1,10144454
1999-08-17,11597778,9519815,93.8,10144454
1999-08-18,11563911,9497016,93.6,10144454
1999-08-19,11542648,9480287,93.5,10144454
1999-08-20,11511516,9459030,93.2,10144454
1999-08-21,11472410,9431973,93.0,10144454
1999-08-22,11453582,9416059,92.8,10144454
1999-08-23,11425291,9393503,92.6,10144454
1999-08-24,11400034,9375145,92.4,10144454
1999-08-25,11333256,9336458,92.0,10144454
1999-08-26,11337160,9332471,92.0,10144454
1999-08-27,11304926,9309194,91.8,10144454
1999-08-28,11283665,9292586,91.6,10144454
1999-08-29,11269129,9281653,91.5,10144454
1999-08-30,11251670,9267295,91.4,10144454
1999-08-31,11219263,9244679,91.1,10144454
1999-09-01,11183501,9217029,90.9,10144454
1999-09-02,11159032,9200922,90.7,10144454
1999-09-03,11144479,9197610,90.7,10144454
1999-09-04,11134896,9191216,90.6,10144454
1999-09-05,11123849,9182345,90.5,10144454
1999-09-06,11144537,9195544,90.6,10144454
1999-09-07,11123708,9179782,90.5,10144454
1999-09-08,11107740,9165468,90.3,10144454
1999-09-09,11111068,9171028,90.4,10144454
1999-09-10,11083486,9152890,90.2,10144454
1999-09-11,11039625,9121560,89.9,10144454
1999-09-12,11010849,9098333,89.7,10144454
1999-09-13,11008230,9093746,89.6,10144454
1999-09-14,11017172,9098220,89.7,10144454
1999-09-15,10984088,9073844,89.4,10144454
1999-09-16,10956809,9052270,89.2,10144454
1999-09-17,10927397,9029555,89.0,10144454
1999-09-18,10903519,9010047,88.8,10144454
1999-09-19,10887139,8995408,88.7,10144454
1999-09-20,10875697,8985708,88.6,10144454
1999-09-21,10862559,8975182,88.5,10144454
1999-09-22,10859380,8966779,88.4,10144454
1999-09-23,10806652,8927082,88.0,10144454
1999-09-24,10775757,8901347,87.7,10144454
1999-09-25,10735227,8871710,87.5,10144454
1999-09-26,10720140,8856623,87.3,10144454
1999-09-27,10720677,8854694,87.3,10144454
1999-09-28,10705000,8841483,87.2,10144454
1999-09-29,10713723,8851028,87.2,10144454
1999-09-30,10723206,8855579,87.3,10144454
1999-10-01,10690083,8829853,87.3,10117251
1999-10-02,10664280,8805665,87.0,10117251
1999-10-03,10651693,8793870,86.9,10117251
1999-10-04,10647574,8788959,86.9,10117251
1999-10-05,10643265,8708713,86.9,10020824
1999-10-06,10615222,8685940,86.7,10020824
1999-10-07,10594763,8668964,86.5,10020824
1999-10-08,10586745,8660335,86.4,10020824
1999-10-09,10632543,8690759,86.7,10020824
1999-10-10,10643309,8696333,86.8,10020824
1999-10-11,10624105,8682901,86.6,10020824
1999-10-12,10612178,8672915,86.5,10020824
1999-10-13,10596519,8658871,86.4,10020824
1999-10-14,10582698,8647151,86.3,10020824
1999-10-15,10563913,8631044,86.1,10020824
1999-10-16,10540243,8611573,85.9,10020824
1999-10-17,10539504,8610236,85.9,10020824
1999-10-18,10557442,8622201,86.0,10020824
1999-10-19,10521365,8597265,85.8,10020824
1999-10-20,10506796,8580660,85.6,10020824
1999-10-21,10481215,8559824,85.4,10020824
1999-10-22,10460080,8542818,85.3,10020824
1999-10-23,10451524,8535360,85.2,10020824
