date,reservoir_storage,conservation_storage,percent_full,conservation_capacity
1951-05-02,36370,36370,38.6,94250
1951-05-03,44540,44540,47.3,94250
1951-05-04,57400,57400,60.9,94250
1951-05-05,67400,67400,71.5,94250
1951-05-06,73250,73250,77.7,94250
1951-05-07,73130,73130,77.6,94250
1951-05-08,72000,72000,76.4,94250
1951-05-09,71330,71330,75.7,94250
1951-05-10,71890,71890,76.3,94250
1951-05-11,72340,72340,76.8,94250
1951-05-12,74040,74040,78.6,94250
1951-05-13,74730,74730,79.3,94250
1951-05-14,75540,75540,80.1,94250
1951-05-15,76010,76010,80.6,94250
1951-05-16,76240,76240,80.9,94250
1951-05-17,76360,76360,81.0,94250
1951-05-18,76950,76950,81.6,94250
1951-05-19,76950,76950,81.6,94250
1951-05-20,76600,76600,81.3,94250
1951-05-21,76010,76010,80.6,94250
1951-05-22,75300,75300,79.9,94250
1951-05-23,74620,74620,79.2,94250
1951-05-24,74390,74390,78.9,94250
1951-05-25,73130,73130,77.6,94250
1951-05-26,71560,71560,75.9,94250
1951-05-27,70440,70440,74.7,94250
1951-05-28,68910,68910,73.1,94250
1951-05-29,67400,67400,71.5,94250
1951-05-30,66660,66660,70.7,94250
1951-05-31,66660,66660,70.7,94250
1951-06-01,66440,66440,70.5,94250
1951-06-02,66130,66130,70.2,94250
1951-06-03,64970,64970,68.9,94250
1951-06-04,63730,63730,67.6,94250
1951-06-05,62810,62810,66.6,94250
1951-06-06,63630,63630,67.5,94250
1951-06-07,63630,63630,67.5,94250
1951-06-08,62000,62000,65.8,94250
1951-06-09,60800,60800,64.5,94250
1951-06-10,59320,59320,62.9,94250
1951-06-11,58160,58160,61.7,94250
1951-06-12,57020,57020,60.5,94250
1951-06-13,55500,55500,58.9,94250
1951-06-14,53840,53840,57.1,94250
1951-06-15,52210,52210,55.4,94250
1951-06-16,50530,50530,53.6,94250
1951-06-17,49830,49830,52.9,94250
1951-06-18,49740,49740,52.8,94250
1951-06-19,50700,50700,53.8,94250
1951-06-20,50880,50880,54.0,94250
1951-06-21,50260,50260,53.3,94250
1951-06-22,49740,49740,52.8,94250
1951-06-23,47770,47770,50.7,94250
1951-06-24,46840,46840,49.7,94250
1951-06-25,45840,45840,48.6,94250
1951-06-26,45190,45190,47.9,94250
1951-06-27,44130,44130,46.8,94250
1951-06-28,43090,43090,45.7,94250
1951-06-29,41830,41830,44.4,94250
1951-06-30,40670,40670,43.2,94250
1951-07-01,38930,38930,41.3,94250
1951-07-02,37230,37230,39.5,94250
1951-07-03,36150,36150,38.4,94250
1951-07-04,34400,34400,36.5,94250
1951-07-05,32690,32690,34.7,94250
1951-07-06,30400,30400,32.3,94250
1951-07-07,28330,28330,30.1,94250
1951-07-08,26010,26010,27.6,94250
1951-07-09,23640,23640,25.1,94250
1951-07-10,21020,21020,22.3,94250
1951-07-11,18990,18990,20.1,94250
1951-07-12,16870,16870,17.9,94250
1951-07-13,15380,15380,16.3,94250
1951-07-14,13920,13920,14.8,94250
1951-07-15,12380,12380,13.1,94250
1951-07-16,11010,11010,11.7,94250
1951-07-17,9790,9790,10.4,94250
1951-07-18,8670,8670,9.2,94250
1951-07-19,7480,7480,7.9,94250
1951-07-20,6550,6550,6.9,94250
1951-07-21,5660,5660,6.0,94250
1951-07-22,4870,4870,5.2,94250
1951-07-23,4150,4150,4.4,94250
1951-07-24,3440,3440,3.6,94250
1951-07-25,2890,2890,3.1,94250
1951-07-26,2410,2410,2.6,94250
1951-07-27,2000,2000,2.1,94250
1951-07-28,1510,1510,1.6,94250
1951-07-29,1200,1200,1.3,94250
1951-07-30,995,995,1.1,94250
1951-07-31,742,742,0.8,94250
1951-08-01,473,473,0.5,94250
1951-08-02,261,261,0.3,94250
1951-08-03,233,233,0.2,94250
1951-08-04,218,218,0.2,94250
1951-08-05,208,208,0.2,94250
1951-08-06,186,186,0.2,94250
1951-08-07,149,149,0.2,94250
1951-08-08,24,24,0.0,94250
1951-08-09,23,23,0.0,94250
1951-08-10,22,22,0.0,94250
1951-08-11,21,21,0.0,94250
1951-08-12,21,21,0.0,94250
1951-08-13,20,20,0.0,94250
1951-08-14,19,19,0.0,94250
1951-08-15,18,18,0.0,94250
1951-08-16,18,18,0.0,94250
1951-08-17,18,18,0.0,94250
1951-08-18,17,17,0.0,94250
1951-08-19,17,17,0.0,94250
1951-08-20,16,16,0.0,94250
1951-08-21,16,16,0.0,94250
1951-08-22,17,17,0.0,94250
1951-08-23,16,16,0.0,94250
1951-08-24,15,15,0.0,94250
1951-08-25,15,15,0.0,94250
1951-08-26,15,15,0.0,94250
1951-08-27,14,14,0.0,94250
1951-08-28,14,14,0.0,94250
1951-08-29,14,14,0.0,94250
1951-08-30,14,14,0.0,94250
1951-08-31,13,13,0.0,94250
1951-09-01,13,13,0.0,94250
1951-09-02,12,12,0.0,94250
1951-09-03,12,12,0.0,94250
1951-09-04,14,14,0.0,94250
1951-09-05,14,14,0.0,94250
1951-09-06,13,13,0.0,94250
1951-09-07,14,14,0.0,94250
1951-09-08,14,14,0.0,94250
1951-09-09,13,13,0.0,94250
1951-09-10,15,15,0.0,94250
1951-09-11,16,16,0.0,94250
1951-09-12,17,17,0.0,94250
1951-09-13,17,17,0.0,94250
1951-09-14,17,17,0.0,94250
1951-09-15,74,74,0.1,94250
1951-09-16,181,181,0.2,94250
1951-09-17,255,255,0.3,94250
1951-09-18,295,295,0.3,94250
1951-09-19,421,421,0.4,94250
1951-09-20,576,576,0.6,94250
1951-09-21,791,791,0.8,94250
1951-09-22,998,998,1.1,94250
1951-09-23,1570,1570,1.7,94250
1951-09-24,4910,4910,5.2,94250
1951-09-25,6220,6220,6.6,94250
1951-09-26,6840,6840,7.3,94250
1951-09-27,9790,9790,10.4,94250
1951-09-28,11090,11090,11.8,94250
1951-09-29,12140,12140,12.9,94250
1951-09-30,9970,9970,10.6,94250
1951-10-01,7460,7460,7.9,94250
1951-10-02,5190,5190,5.5,94250
1951-10-03,3270,3270,3.5,94250
1951-10-04,3190,3190,3.4,94250
1951-10-05,3630,3630,3.9,94250
1951-10-06,4020,4020,4.3,94250
1951-10-07,4380,4380,4.6,94250
1951-10-08,4810,4810,5.1,94250
1951-10-09,5110,5110,5.4,94250
1951-10-10,5390,5390,5.7,94250
1951-10-11,5400,5400,5.7,94250
1951-10-12,5370,5370,5.7,94250
1951-10-13,5390,5390,5.7,94250
1951-10-14,5370,5370,5.7,94250
1951-10-15,5360,5360,5.7,94250
1951-10-16,5390,5390,5.7,94250
1951-10-17,5410,5410,5.7,94250
1951-10-18,5390,5390,5.7,94250
1951-10-19,5320,5320,5.6,94250
1951-10-20,5240,5240,5.6,94250
1951-10-21,5170,5170,5.5,94250
1951-10-22,5110,5110,5.4,94250
1951-10-23,5060,5060,5.4,94250
1951-10-24,5040,5040,5.3,94250
1951-10-25,5100,5100,5.4,94250
1951-10-26,4970,4970,5.3,94250
1951-10-27,4810,4810,5.1,94250
1951-10-28,4640,4640,4.9,94250
1951-10-29,4470,4470,4.7,94250
1951-10-30,4300,4300,4.6,94250
1951-10-31,4140,4140,4.4,94250
1951-11-01,3990,3990,4.2,94250
1951-11-02,4120,4120,4.4,94250
1951-11-03,4500,4500,4.8,94250
1951-11-04,4680,4680,5.0,94250
1951-11-05,4760,4760,5.1,94250
1951-11-06,4810,4810,5.1,94250
1951-11-07,5110,5110,5.4,94250
1951-11-08,5520,5520,5.9,94250
1951-11-09,5900,5900,6.3,94250
1951-11-10,6180,6180,6.6,94250
1951-11-11,6420,6420,6.8,94250
1951-11-12,6700,6700,7.1,94250
1951-11-13,7030,7030,7.5,94250
1951-11-14,7210,7210,7.6,94250
1951-11-15,7350,7350,7.8,94250
1951-11-16,7440,7440,7.9,94250
1951-11-17,7600,7600,8.1,94250
1951-11-18,7960,7960,8.4,94250
1951-11-19,8200,8200,8.7,94250
1951-11-20,8540,8540,9.1,94250
1951-11-21,8800,8800,9.3,94250
1951-11-22,9100,9100,9.7,94250
1951-11-23,9400,9400,10.0,94250
1951-11-24,9680,9680,10.3,94250
1951-11-25,9950,9950,10.6,94250
1951-11-26,10200,10200,10.8,94250
1951-11-27,10510,10510,11.2,94250
1951-11-28,10910,10910,11.6,94250
1951-11-29,11160,11160,11.8,94250
1951-11-30,11490,11490,12.2,94250
1951-12-01,11740,11740,12.5,94250
1951-12-02,12120,12120,12.9,94250
1951-12-03,12570,12570,13.3,94250
1951-12-04,13040,13040,13.8,94250
1951-12-05,14200,14200,15.1,94250
1951-12-06,15230,15230,16.2,94250
1951-12-07,15730,15730,16.7,94250
1951-12-08,16210,16210,17.2,94250
1951-12-09,16420,16420,17.4,94250
1951-12-10,12350,12350,13.1,94250
1951-12-11,8030,8030,8.5,94250
1951-12-12,8280,8280,8.8,94250
1951-12-13,10270,10270,10.9,94250
1951-12-14,12000,12000,12.7,94250
1951-12-15,12910,12910,13.7,94250
1951-12-16,12980,12980,13.8,94250
1951-12-17,10730,10730,11.4,94250
1951-12-18,11270,11270,12.0,94250
1951-12-19,12060,12060,12.8,94250
1951-12-20,11910,11910,12.6,94250
1951-12-21,11710,11710,12.4,94250
1951-12-22,11570,11570,12.3,94250
1951-12-23,11030,11030,11.7,94250
1951-12-24,11060,11060,11.7,94250
1951-12-25,11490,11490,12.2,94250
1951-12-26,11910,11910,12.6,94250
1951-12-27,11910,11910,12.6,94250
1951-12-28,11160,11160,11.8,94250
1951-12-29,11740,11740,12.5,94250
1951-12-30,12630,12630,13.4,94250
1951-12-31,13140,13140,13.9,94250
1952-01-01,13570,13570,14.4,94250
1952-01-02,11650,11650,12.4,94250
1952-01-03,12570,12570,13.3,94250
1952-01-04,12600,12600,13.4,94250
1952-01-05,12140,12140,12.9,94250
1952-01-06,11600,11600,12.3,94250
1952-01-07,11570,11570,12.3,94250
1952-01-08,11160,11160,11.8,94250
1952-01-09,11850,11850,12.6,94250
1952-01-10,12170,12170,12.9,94250
1952-01-11,11850,11850,12.6,94250
1952-01-12,11300,11300,12.0,94250
1952-01-13,11510,11510,12.2,94250
1952-01-14,11650,11650,12.4,94250
1952-01-15,11680,11680,12.4,94250
1952-01-16,11770,11770,12.5,94250
1952-01-17,11740,11740,12.5,94250
1952-01-18,12540,12540,13.3,94250
1952-01-19,12120,12120,12.9,94250
1952-01-20,10560,10560,11.2,94250
1952-01-21,9950,9950,10.6,94250
1952-01-22,10510,10510,11.2,94250
1952-01-23,11110,11110,11.8,94250
1952-01-24,11600,11600,12.3,94250
1952-01-25,11740,11740,12.5,94250
1952-01-26,11880,11880,12.6,94250
1952-01-27,12080,12080,12.8,94250
1952-01-28,11570,11570,12.3,94250
1952-01-29,12630,12630,13.4,94250
1952-01-30,12760,12760,13.5,94250
1952-01-31,9920,9920,10.5,94250
1952-02-01,10960,10960,11.6,94250
1952-02-02,12660,12660,13.4,94250
1952-02-03,15080,15080,16.0,94250
1952-02-04,7180,7180,7.6,94250
1952-02-05,11490,11490,12.2,94250
1952-02-06,11220,11220,11.9,94250
1952-02-07,9140,9140,9.7,94250
1952-02-08,11490,11490,12.2,94250
1952-02-09,12510,12510,13.3,94250
1952-02-10,11160,11160,11.8,94250
1952-02-11,11490,11490,12.2,94250
1952-02-12,9080,9080,9.6,94250
1952-02-13,9990,9990,10.6,94250
1952-02-14,14270,14270,15.1,94250
1952-02-15,13600,13600,14.4,94250
1952-02-16,9570,9570,10.2,94250
1952-02-17,8940,8940,9.5,94250
1952-02-18,10410,10410,11.0,94250
1952-02-19,12060,12060,12.8,94250
1952-02-20,14270,14270,15.1,94250
1952-02-21,10050,10050,10.7,94250
1952-02-22,9590,9590,10.2,94250
1952-02-23,10680,10680,11.3,94250
1952-02-24,10390,10390,11.0,94250
1952-02-25,11190,11190,11.9,94250
1952-02-26,10880,10880,11.5,94250
1952-02-27,10390,10390,11.0,94250
1952-02-28,10580,10580,11.2,94250
1952-02-29,12000,12000,12.7,94250
1952-03-01,11320,11320,12.0,94250
1952-03-02,10510,10510,11.2,94250
1952-03-03,11940,11940,12.7,94250
1952-03-04,12660,12660,13.4,94250
1952-03-05,14340,14340,15.2,94250
1952-03-06,14850,14850,15.8,94250
1952-03-07,16250,16250,17.2,94250
1952-03-08,17040,17040,18.1,94250
1952-03-09,16620,16620,17.6,94250
1952-03-10,15500,15500,16.4,94250
1952-03-11,24750,24750,26.3,94250
1952-03-12,40440,40440,42.9,94250
1952-03-13,55880,55880,59.3,94250
1952-03-14,69020,69020,73.2,94250
1952-03-15,82010,82010,87.0,94250
1952-03-16,94250,94250,100.0,94250
1952-03-17,92340,92340,98.0,94250
1952-03-18,99420,94250,100.0,94250
1952-03-19,103300,94250,100.0,94250
1952-03-20,91670,91670,97.3,94250
1952-03-21,90340,90340,95.9,94250
1952-03-22,80060,80060,84.9,94250
1952-03-23,83250,83250,88.3,94250
1952-03-24,80060,80060,84.9,94250
1952-03-25,79090,79090,83.9,94250
1952-03-26,80060,80060,84.9,94250
1952-03-27,80660,80660,85.6,94250
1952-03-28,80660,80660,85.6,94250
1952-03-29,79570,79570,84.4,94250
1952-03-30,85270,85270,90.5,94250
1952-03-31,91540,91540,97.1,94250
1952-04-01,93160,93160,98.8,94250
1952-04-02,89280,89280,94.7,94250
1952-04-03,82140,82140,87.2,94250
1952-04-04,77660,77660,82.4,94250
1952-04-05,81400,81400,86.4,94250
1952-04-06,83630,83630,88.7,94250
1952-04-07,82510,82510,87.5,94250
1952-04-08,81150,81150,86.1,94250
1952-04-09,80060,80060,84.9,94250
1952-04-10,79330,79330,84.2,94250
1952-04-11,82760,82760,87.8,94250
1952-04-12,83130,83130,88.2,94250
1952-04-13,86290,86290,91.6,94250
1952-04-14,87840,87840,93.2,94250
1952-04-15,80790,80790,85.7,94250
1952-04-16,77660,77660,82.4,94250
1952-04-17,75080,75080,79.7,94250
1952-04-18,79450,79450,84.3,94250
1952-04-19,81280,81280,86.2,94250
1952-04-20,80060,80060,84.9,94250
1952-04-21,77070,77070,81.8,94250
1952-04-22,76360,76360,81.0,94250
1952-04-23,76360,76360,81.0,94250
1952-04-24,82880,82880,87.9,94250
1952-04-25,83130,83130,88.2,94250
1952-04-26,83250,83250,88.3,94250
1952-04-27,81030,81030,86.0,94250
1952-04-28,81280,81280,86.2,94250
1952-04-29,81150,81150,86.1,94250
1952-04-30,81280,81280,86.2,94250
1952-05-01,80060,80060,84.9,94250
1952-05-02,84260,84260,89.4,94250
1952-05-03,86160,86160,91.4,94250
1952-05-04,84130,84130,89.3,94250
1952-05-05,82140,82140,87.2,94250
1952-05-06,80790,80790,85.7,94250
1952-05-07,80180,80180,85.1,94250
1952-05-08,80300,80300,85.2,94250
1952-05-09,83500,83500,88.6,94250
1952-05-10,85910,85910,91.2,94250
1952-05-11,83630,83630,88.7,94250
1952-05-12,78140,78140,82.9,94250
1952-05-13,78020,78020,82.8,94250
1952-05-14,78610,78610,83.4,94250
1952-05-15,81520,81520,86.5,94250
1952-05-16,81520,81520,86.5,94250
1952-05-17,82140,82140,87.2,94250
1952-05-18,82140,82140,87.2,94250
1952-05-19,82140,82140,87.2,94250
1952-05-20,83500,83500,88.6,94250
1952-05-21,80060,80060,84.9,94250
1952-05-22,78020,78020,82.8,94250
1952-05-23,71890,71890,76.3,94250
1952-05-24,67300,67300,71.4,94250
1952-05-25,79210,79210,84.0,94250
1952-05-26,75310,75310,79.9,94250
1952-05-27,70120,70120,74.4,94250
1952-05-28,69900,69900,74.2,94250
1952-05-29,70890,70890,75.2,94250
1952-05-30,68910,68910,73.1,94250
1952-05-31,70120,70120,74.4,94250
1952-06-01,68480,68480,72.7,94250
1952-06-02,69130,69130,73.3,94250
1952-06-03,69570,69570,73.8,94250
1952-06-04,67830,67830,72.0,94250
1952-06-05,68800,68800,73.0,94250
1952-06-06,72680,72680,77.1,94250
1952-06-07,75080,75080,79.7,94250
1952-06-08,71440,71440,75.8,94250
1952-06-09,68370,68370,72.5,94250
1952-06-10,68050,68050,72.2,94250
1952-06-11,67940,67940,72.1,94250
1952-06-12,69570,69570,73.8,94250
1952-06-13,71330,71330,75.7,94250
1952-06-14,73020,73020,77.5,94250
1952-06-15,75310,75310,79.9,94250
1952-06-16,77300,77300,82.0,94250
1952-06-17,78610,78610,83.4,94250
1952-06-18,79820,79820,84.7,94250
1952-06-19,79690,79690,84.6,94250
1952-06-20,78610,78610,83.4,94250
1952-06-21,77660,77660,82.4,94250
1952-06-22,78140,78140,82.9,94250
1952-06-23,78370,78370,83.2,94250
1952-06-24,78140,78140,82.9,94250
1952-06-25,77070,77070,81.8,94250
1952-06-26,76130,76130,80.8,94250
1952-06-27,74500,74500,79.0,94250
1952-06-28,73360,73360,77.8,94250
1952-06-29,72000,72000,76.4,94250
1952-06-30,70780,70780,75.1,94250
1952-07-01,69780,69780,74.0,94250
1952-07-02,68370,68370,72.5,94250
1952-07-03,67080,67080,71.2,94250
1952-07-04,65600,65600,69.6,94250
1952-07-05,64140,64140,68.1,94250
1952-07-06,62810,62810,66.6,94250
1952-07-07,61300,61300,65.0,94250
1952-07-08,59720,59720,63.4,94250
1952-07-09,57970,57970,61.5,94250
1952-07-10,56730,56730,60.2,94250
1952-07-11,55130,55130,58.5,94250
1952-07-12,53750,53750,57.0,94250
1952-07-13,52480,52480,55.7,94250
1952-07-14,51140,51140,54.3,94250
1952-07-15,50000,50000,53.1,94250
1952-07-16,48790,48790,51.8,94250
1952-07-17,48450,48450,51.4,94250
1952-07-18,48790,48790,51.8,94250
1952-07-19,51320,51320,54.5,94250
1952-07-20,53660,53660,56.9,94250
1952-07-21,55690,55690,59.1,94250
1952-07-22,56540,56540,60.0,94250
1952-07-23,57300,57300,60.8,94250
1952-07-24,57880,57880,61.4,94250
1952-07-25,58450,58450,62.0,94250
1952-07-26,58360,58360,61.9,94250
1952-07-27,57400,57400,60.9,94250
1952-07-28,56540,56540,60.0,94250
1952-07-29,54580,54580,57.9,94250
1952-07-30,52480,52480,55.7,94250
1952-07-31,50180,50180,53.2,94250
1952-08-01,50530,50530,53.6,94250
1952-08-02,48960,48960,51.9,94250
1952-08-03,47600,47600,50.5,94250
1952-08-04,45840,45840,48.6,94250
1952-08-05,43970,43970,46.7,94250
1952-08-06,42140,42140,44.7,94250
1952-08-07,39910,39910,42.3,94250
1952-08-08,38110,38110,40.4,94250
1952-08-09,35800,35800,38.0,94250
1952-08-10,33710,33710,35.8,94250
1952-08-11,31630,31630,33.6,94250
1952-08-12,29640,29640,31.4,94250
1952-08-13,27300,27300,29.0,94250
1952-08-14,25380,25380,26.9,94250
1952-08-15,23320,23320,24.7,94250
1952-08-16,21630,21630,22.9,94250
1952-08-17,19940,19940,21.2,94250
1952-08-18,18670,18670,19.8,94250
1952-08-19,17470,17470,18.5,94250
1952-08-20,16210,16210,17.2,94250
1952-08-21,15000,15000,15.9,94250
1952-08-22,13740,13740,14.6,94250
1952-08-23,12510,12510,13.3,94250
1952-08-24,11650,11650,12.4,94250
1952-08-25,10800,10800,11.5,94250
1952-08-26,9950,9950,10.6,94250
1952-08-27,9160,9160,9.7,94250
1952-08-28,8350,8350,8.9,94250
1952-08-29,7380,7380,7.8,94250
1952-08-30,6420,6420,6.8,94250
1952-08-31,5330,5330,5.7,94250
1952-09-01,4350,4350,4.6,94250
1952-09-02,3460,3460,3.7,94250
1952-09-03,2640,2640,2.8,94250
1952-09-04,2080,2080,2.2,94250
1952-09-05,1620,1620,1.7,94250
1952-09-06,1240,1240,1.3,94250
1952-09-07,967,967,1.0,94250
1952-09-08,768,768,0.8,94250
1952-09-09,584,584,0.6,94250
1952-09-10,420,420,0.4,94250
1952-09-11,457,457,0.5,94250
1952-09-12,461,461,0.5,94250
1952-09-13,378,378,0.4,94250
1952-09-14,350,350,0.4,94250
1952-09-15,427,427,0.5,94250
1952-09-16,488,488,0.5,94250
1952-09-17,480,480,0.5,94250
1952-09-18,469,469,0.5,94250
1952-09-19,457,457,0.5,94250
1952-09-20,374,374,0.4,94250
1952-09-21,357,357,0.4,94250
1952-09-22,348,348,0.4,94250
1952-09-23,376,376,0.4,94250
1952-09-24,389,389,0.4,94250
1952-09-25,390,390,0.4,94250
1952-09-26,383,383,0.4,94250
1952-09-27,372,372,0.4,94250
1952-09-28,528,528,0.6,94250
1952-09-29,537,537,0.6,94250
1952-09-30,549,549,0.6,94250
1952-10-01,562,562,0.6,94250
1952-10-02,571,571,0.6,94250
1952-10-03,584,584,0.6,94250
1952-10-04,582,582,0.6,94250
1952-10-05,578,578,0.6,94250
1952-10-06,573,573,0.6,94250
1952-10-07,574,574,0.6,94250
1952-10-08,562,562,0.6,94250
1952-10-09,582,582,0.6,94250
1952-10-10,611,611,0.6,94250
1952-10-11,638,638,0.7,94250
1952-10-12,665,665,0.7,94250
1952-10-13,689,689,0.7,94250
1952-10-14,716,716,0.8,94250
1952-10-15,759,759,0.8,94250
1952-10-16,831,831,0.9,94250
1952-10-17,772,772,0.8,94250
1952-10-18,697,697,0.7,94250
1952-10-19,671,671,0.7,94250
1952-10-20,624,624,0.7,94250
1952-10-21,587,587,0.6,94250
1952-10-22,537,537,0.6,94250
1952-10-23,494,494,0.5,94250
1952-10-24,462,462,0.5,94250
1952-10-25,496,496,0.5,94250
1952-10-26,528,528,0.6,94250
1952-10-27,553,553,0.6,94250
1952-10-28,576,576,0.6,94250
1952-10-29,595,595,0.6,94250
1952-10-30,582,582,0.6,94250
1952-10-31,533,533,0.6,94250
1952-11-01,499,499,0.5,94250
1952-11-02,477,477,0.5,94250
1952-11-03,459,459,0.5,94250
1952-11-04,450,450,0.5,94250
1952-11-05,441,441,0.5,94250
1952-11-06,465,465,0.5,94250
1952-11-07,485,485,0.5,94250
1952-11-08,501,501,0.5,94250
1952-11-09,556,556,0.6,94250
1952-11-10,644,644,0.7,94250
1952-11-11,820,820,0.9,94250
1952-11-12,998,998,1.1,94250
1952-11-13,1300,1300,1.4,94250
1952-11-14,1550,1550,1.6,94250
1952-11-15,1850,1850,2.0,94250
1952-11-16,2130,2130,2.3,94250
1952-11-17,2420,2420,2.6,94250
1952-11-18,2720,2720,2.9,94250
1952-11-19,3130,3130,3.3,94250
1952-11-20,3800,3800,4.0,94250
1952-11-21,4600,4600,4.9,94250
1952-11-22,5230,5230,5.5,94250
1952-11-23,5340,5340,5.7,94250
1952-11-24,6480,6480,6.9,94250
1952-11-25,7150,7150,7.6,94250
1952-11-26,7430,7430,7.9,94250
1952-11-27,7520,7520,8.0,94250
1952-11-28,7290,7290,7.7,94250
1952-11-29,6970,6970,7.4,94250
1952-11-30,6910,6910,7.3,94250
1952-12-01,5260,5260,5.6,94250
1952-12-02,5390,5390,5.7,94250
1952-12-03,6460,6460,6.9,94250
1952-12-04,7600,7600,8.1,94250
1952-12-05,9970,9970,10.6,94250
1952-12-06,6510,6510,6.9,94250
1952-12-07,4860,4860,5.2,94250
1952-12-08,4980,4980,5.3,94250
1952-12-09,5830,5830,6.2,94250
1952-12-10,6800,6800,7.2,94250
1952-12-11,7770,7770,8.2,94250
1952-12-12,7600,7600,8.1,94250
1952-12-13,7820,7820,8.3,94250
1952-12-14,7740,7740,8.2,94250
1952-12-15,7800,7800,8.3,94250
1952-12-16,7590,7590,8.1,94250
1952-12-17,7480,7480,7.9,94250
1952-12-18,7770,7770,8.2,94250
1952-12-19,8030,8030,8.5,94250
1952-12-20,7960,7960,8.4,94250
1952-12-21,7370,7370,7.8,94250
1952-12-22,5410,5410,5.7,94250
1952-12-23,5420,5420,5.8,94250
1952-12-24,6620,6620,7.0,94250
1952-12-25,7650,7650,8.1,94250
1952-12-26,8390,8390,8.9,94250
1952-12-27,6880,6880,7.3,94250
1952-12-28,6680,6680,7.1,94250
1952-12-29,7670,7670,8.1,94250
1952-12-30,8050,8050,8.5,94250
1952-12-31,8240,8240,8.7,94250
1953-01-01,6510,6510,6.9,94250
1953-01-02,5640,5640,6.0,94250
1953-01-03,5740,5740,6.1,94250
1953-01-04,6350,6350,6.7,94250
1953-01-05,6470,6470,6.9,94250
1953-01-06,6500,6500,6.9,94250
1953-01-07,6620,6620,7.0,94250
1953-01-08,6580,6580,7.0,94250
1953-01-09,6520,6520,6.9,94250
1953-01-10,6770,6770,7.2,94250
1953-01-11,6550,6550,6.9,94250
1953-01-12,6160,6160,6.5,94250
1953-01-13,6320,6320,6.7,94250
1953-01-14,6590,6590,7.0,94250
1953-01-15,6880,6880,7.3,94250
1953-01-16,7120,7120,7.6,94250
1953-01-17,7370,7370,7.8,94250
1953-01-18,7510,7510,8.0,94250
1953-01-19,7240,7240,7.7,94250
1953-01-20,7020,7020,7.4,94250
1953-01-21,6740,6740,7.2,94250
1953-01-22,6700,6700,7.1,94250
1953-01-23,6860,6860,7.3,94250
1953-01-24,9860,9860,10.5,94250
1953-01-25,6840,6840,7.3,94250
1953-01-26,5890,5890,6.2,94250
1953-01-27,5340,5340,5.7,94250
1953-01-28,8460,8460,9.0,94250
1953-01-29,6400,6400,6.8,94250
1953-01-30,3220,3220,3.4,94250
1953-01-31,3800,3800,4.0,94250
1953-02-01,3950,3950,4.2,94250
1953-02-02,373,373,0.4,94250
1953-02-03,284,284,0.3,94250
1953-02-04,755,755,0.8,94250
1953-02-05,1360,1360,1.4,94250
1953-02-06,1280,1280,1.4,94250
1953-02-07,1580,1580,1.7,94250
1953-02-08,1840,1840,2.0,94250
1953-02-09,2110,2110,2.2,94250
1953-02-10,2040,2040,2.2,94250
1953-02-11,1980,1980,2.1,94250
1953-02-12,1700,1700,1.8,94250
1953-02-13,1930,1930,2.0,94250
1953-02-14,2390,2390,2.5,94250
1953-02-15,2130,2130,2.3,94250
1953-02-16,1990,1990,2.1,94250
1953-02-17,2760,2760,2.9,94250
1953-02-18,2790,2790,3.0,94250
1953-02-19,2440,2440,2.6,94250
1953-02-20,2410,2410,2.6,94250
1953-02-21,2880,2880,3.1,94250
1953-02-22,3520,3520,3.7,94250
1953-02-23,4850,4850,5.1,94250
1953-02-24,4060,4060,4.3,94250
1953-02-25,3860,3860,4.1,94250
1953-02-26,5960,5960,6.3,94250
1953-02-27,6150,6150,6.5,94250
1953-02-28,5120,5120,5.4,94250
1953-03-01,3530,3530,3.7,94250
1953-03-02,2630,2630,2.8,94250
1953-03-03,2100,2100,2.2,94250
1953-03-04,1740,1740,1.8,94250
1953-03-05,1510,1510,1.6,94250
1953-03-06,1430,1430,1.5,94250
1953-03-07,1200,1200,1.3,94250
1953-03-08,964,964,1.0,94250
1953-03-09,2140,2140,2.3,94250
1953-03-10,2030,2030,2.2,94250
1953-03-11,2140,2140,2.3,94250
1953-03-12,2520,2520,2.7,94250
1953-03-13,3640,3640,3.9,94250
1953-03-14,900,900,1.0,94250
1953-03-15,895,895,0.9,94250
1953-03-16,1750,1750,1.9,94250
1953-03-17,4510,4510,4.8,94250
1953-03-18,6350,6350,6.7,94250
1953-03-19,8820,8820,9.4,94250
1953-03-20,11940,11940,12.7,94250
1953-03-21,14890,14890,15.8,94250
1953-03-22,16910,16910,17.9,94250
1953-03-23,17550,17550,18.6,94250
1953-03-24,17990,17990,19.1,94250
1953-03-25,18080,18080,19.2,94250
1953-03-26,18400,18400,19.5,94250
1953-03-27,18810,18810,20.0,94250
1953-03-28,18990,18990,20.1,94250
1953-03-29,18900,18900,20.1,94250
1953-03-30,17510,17510,18.6,94250
1953-03-31,15300,15300,16.2,94250
1953-04-01,12880,12880,13.7,94250
1953-04-02,10250,10250,10.9,94250
1953-04-03,7570,7570,8.0,94250
1953-04-04,5210,5210,5.5,94250
1953-04-05,3610,3610,3.8,94250
1953-04-06,2570,2570,2.7,94250
1953-04-07,1990,1990,2.1,94250
1953-04-08,1590,1590,1.7,94250
1953-04-09,1310,1310,1.4,94250
1953-04-10,1110,1110,1.2,94250
1953-04-11,934,934,1.0,94250
